Order_ID,Order_Date,Product_ID,Quantity_Sold,Store_Region,Unit_Price,Line_Revenue,Product_Category,Current_Stock_Level,Reorder_Point,Supplier_Name,Lead_Time_Days,Inventory_Turnover_Rate,Stockout_Risk_Flag,ABC_Classification
ORD-01015,2026-02-28,PROD-025,5.0,EAST,111.46714651331908,557.3357325665954,Apparel,57,29,Gamma Corp,7,2.98,0,A
ORD-01016,2026-04-28,PROD-007,5.0,SOUTH,44.86755973498208,224.3377986749104,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01017,2026-06-09,PROD-020,6.0,SOUTH,43.81372038027999,262.88232228167993,Office Supplies,278,38,Beta Manufacturing,14,0.53,0,A
ORD-01018,2026-04-06,PROD-006,9.0,NORTH,470.9844150465229,4238.859735418706,Apparel,53,68,Gamma Corp,10,2.85,1,A
ORD-01019,2026-06-29,PROD-021,6.0,WEST,258.39101460129893,1550.3460876077936,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01020,2026-04-23,PROD-024,8.0,EAST,210.61191519033895,1684.8953215227116,Apparel,269,43,Gamma Corp,14,0.69,0,A
ORD-01021,2026-03-03,PROD-001,7.0,WEST,407.33050469388,2851.31353285716,Office Supplies,281,50,Gamma Corp,4,0.47,0,A
ORD-01022,2026-02-21,PROD-017,9.0,WEST,419.5547046761528,3775.9923420853756,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01023,2026-01-12,PROD-029,4.0,SOUTH,172.77360622664625,691.094424906585,Apparel,210,15,Gamma Corp,8,0.94,0,A
ORD-01024,2026-02-08,PROD-011,2.0,NORTH,349.87284816215964,699.7456963243193,Office Supplies,194,58,Gamma Corp,8,0.71,0,A
ORD-01025,2026-05-10,PROD-022,7.0,NORTH,387.8501797674245,2714.9512583719716,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01026,2026-05-11,PROD-026,6.0,SOUTH,330.7788365643177,1984.6730193859062,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01027,2026-04-23,PROD-028,1.0,SOUTH,84.28158665204869,84.28158665204869,Home Appliances,39,23,Alpha Logistics,12,4.26,0,A
ORD-01028,2026-04-11,PROD-018,9.0,NORTH,439.18271092335794,3952.6443983102217,Apparel,25,54,Gamma Corp,12,7.64,1,A
ORD-01029,2026-04-23,PROD-021,9.0,NORTH,274.1563308406443,2467.4069775657986,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01030,2026-03-22,PROD-017,2.0,SOUTH,148.4114889213018,296.8229778426036,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01031,2026-04-23,PROD-007,3.0,NORTH,218.36181086447,655.0854325934099,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01032,2026-01-02,PROD-017,5.0,SOUTH,28.409834295464616,142.04917147732309,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01033,2026-05-10,PROD-020,5.0,WEST,72.6547325989846,363.273662994923,Office Supplies,278,38,Beta Manufacturing,14,0.53,0,A
ORD-01034,2026-02-23,PROD-009,1.0,EAST,385.1179077527718,385.1179077527718,Office Supplies,192,77,Alpha Logistics,11,0.83,0,A
ORD-01035,2026-03-28,PROD-017,8.0,EAST,10.005701030129408,80.04560824103527,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01036,2026-05-09,PROD-020,8.0,SOUTH,214.1172559563232,1712.9380476505855,Office Supplies,278,38,Beta Manufacturing,14,0.53,0,A
ORD-01037,2026-05-27,PROD-022,4.0,SOUTH,266.0299887319383,1064.1199549277533,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01038,2026-05-06,PROD-022,7.0,NORTH,36.77086580047643,257.396060603335,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01039,2026-05-10,PROD-028,3.0,NORTH,486.8082998564431,1460.4248995693292,Home Appliances,39,23,Alpha Logistics,12,4.26,0,A
ORD-01040,2026-02-22,PROD-029,6.0,NORTH,120.80141231233924,724.8084738740354,Apparel,210,15,Gamma Corp,8,0.94,0,A
ORD-01041,2026-06-21,PROD-008,9.0,WEST,159.05737262177763,1431.5163535959987,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01042,2026-06-09,PROD-017,1.0,NORTH,158.9318310049634,158.9318310049634,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01043,2026-06-09,PROD-007,5.0,EAST,122.90416443750144,614.5208221875072,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01044,2026-03-09,PROD-001,4.0,WEST,10.722172822292594,42.888691289170374,Office Supplies,281,50,Gamma Corp,4,0.47,0,A
ORD-01045,2026-05-03,PROD-013,8.0,NORTH,367.3789491031182,2939.0315928249456,Office Supplies,55,76,Alpha Logistics,5,2.95,1,A
ORD-01046,2026-05-25,PROD-030,1.0,NORTH,483.7542949016498,483.7542949016498,Apparel,85,22,Beta Manufacturing,2,1.85,0,A
ORD-01047,2026-02-07,PROD-023,9.0,NORTH,119.90380680967208,1079.1342612870487,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01048,2026-01-24,PROD-019,6.0,NORTH,334.89312398367696,2009.3587439020616,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01049,2026-03-10,PROD-027,4.0,NORTH,373.5292002097704,1494.1168008390816,Home Appliances,268,79,Gamma Corp,13,0.69,0,A
ORD-01050,2026-04-26,PROD-024,9.0,NORTH,425.7284357543571,3831.555921789214,Apparel,269,43,Gamma Corp,14,0.69,0,A
ORD-01051,2026-04-08,PROD-019,5.0,WEST,217.08830653666848,1085.4415326833423,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01052,2026-05-19,PROD-030,5.0,EAST,158.43614376381032,792.1807188190517,Apparel,85,22,Beta Manufacturing,2,1.85,0,A
ORD-01053,2026-05-24,PROD-030,5.0,NORTH,169.39461567128524,846.9730783564262,Apparel,85,22,Beta Manufacturing,2,1.85,0,A
ORD-01054,2026-04-07,PROD-029,1.0,SOUTH,359.1844532182713,359.1844532182713,Apparel,210,15,Gamma Corp,8,0.94,0,A
ORD-01055,2026-05-04,PROD-017,1.0,NORTH,410.22193858776166,410.22193858776166,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01056,2026-03-11,PROD-013,8.0,NORTH,98.9908442007353,791.9267536058824,Office Supplies,55,76,Alpha Logistics,5,2.95,1,A
ORD-01057,2026-04-03,PROD-029,8.0,WEST,191.76109399730493,1534.0887519784394,Apparel,210,15,Gamma Corp,8,0.94,0,A
ORD-01058,2026-01-03,PROD-030,6.0,SOUTH,451.9506964070835,2711.704178442501,Apparel,85,22,Beta Manufacturing,2,1.85,0,A
ORD-01059,2026-05-28,PROD-016,4.0,WEST,405.2798246504222,1621.1192986016888,Electronics,135,29,Beta Manufacturing,14,0.9,0,C
ORD-01060,2026-06-13,PROD-008,2.0,SOUTH,492.5806173536132,985.1612347072264,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01061,2026-05-27,PROD-019,2.0,NORTH,379.5816472442196,759.1632944884392,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01062,2026-03-31,PROD-018,9.0,EAST,202.66564850368192,1823.9908365331373,Apparel,25,54,Gamma Corp,12,7.64,1,A
ORD-01063,2026-05-27,PROD-001,5.0,SOUTH,299.4125386573725,1497.0626932868627,Office Supplies,281,50,Gamma Corp,4,0.47,0,A
ORD-01064,2026-05-28,PROD-014,4.0,WEST,333.8969845811869,1335.5879383247477,Office Supplies,59,28,Gamma Corp,6,2.44,0,C
ORD-01065,2026-04-06,PROD-019,1.0,NORTH,48.44334999539073,48.44334999539073,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01066,2026-02-21,PROD-015,7.0,SOUTH,276.8035099608939,1937.6245697262573,Apparel,248,62,Alpha Logistics,8,0.69,0,A
ORD-01067,2026-06-10,PROD-018,3.0,NORTH,357.56720595157867,1072.701617854736,Apparel,25,54,Gamma Corp,12,7.64,1,A
ORD-01068,2026-06-17,PROD-002,6.0,EAST,91.98743896051958,551.9246337631175,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01069,2026-05-08,PROD-022,5.0,SOUTH,392.509541538523,1962.5477076926152,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01070,2026-02-08,PROD-028,5.0,WEST,296.0486624519147,1480.2433122595735,Home Appliances,39,23,Alpha Logistics,12,4.26,0,A
ORD-01071,2026-03-23,PROD-017,5.0,NORTH,476.5886749918214,2382.943374959107,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01072,2026-04-14,PROD-018,1.0,NORTH,30.78692612137693,30.78692612137693,Apparel,25,54,Gamma Corp,12,7.64,1,A
ORD-01073,2026-05-09,PROD-030,1.0,EAST,140.0098074021788,140.0098074021788,Apparel,85,22,Beta Manufacturing,2,1.85,0,A
ORD-01074,2026-01-11,PROD-006,3.0,WEST,304.7614008569138,914.2842025707414,Apparel,53,68,Gamma Corp,10,2.85,1,A
ORD-01075,2026-06-27,PROD-019,4.0,WEST,155.31435698090604,621.2574279236242,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01076,2026-05-31,PROD-004,5.0,WEST,360.06784039490867,1800.3392019745434,Office Supplies,257,16,Alpha Logistics,15,0.55,0,B
ORD-01077,2026-06-08,PROD-001,2.0,WEST,381.9125884357462,763.8251768714924,Office Supplies,281,50,Gamma Corp,4,0.47,0,A
ORD-01078,2026-02-11,PROD-008,8.0,SOUTH,60.23282239257248,481.86257914057984,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01079,2026-04-09,PROD-029,2.0,WEST,261.78868746131616,523.5773749226323,Apparel,210,15,Gamma Corp,8,0.94,0,A
ORD-01080,2026-01-07,PROD-023,9.0,NORTH,259.3563722396174,2334.2073501565565,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01081,2026-05-24,PROD-007,2.0,EAST,206.75069203548784,413.5013840709757,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01082,2026-03-31,PROD-003,9.0,SOUTH,467.1331826591393,4204.198643932254,Electronics,26,18,Gamma Corp,6,7.77,0,A
ORD-01083,2026-04-22,PROD-010,7.0,WEST,415.4780967378784,2908.346677165149,Home Appliances,275,32,Beta Manufacturing,14,0.59,0,A
ORD-01084,2026-03-01,PROD-010,8.0,SOUTH,351.632597135722,2813.060777085776,Home Appliances,275,32,Beta Manufacturing,14,0.59,0,A
ORD-01085,2026-04-23,PROD-019,2.0,SOUTH,360.0200515101488,720.0401030202976,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01086,2026-01-02,PROD-014,7.0,EAST,236.24091046842835,1653.6863732789984,Office Supplies,59,28,Gamma Corp,6,2.44,0,C
ORD-01087,2026-05-09,PROD-002,6.0,NORTH,461.2873153373222,2767.7238920239333,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01088,2026-02-17,PROD-028,4.0,NORTH,350.35175935410984,1401.4070374164394,Home Appliances,39,23,Alpha Logistics,12,4.26,0,A
ORD-01089,2026-05-20,PROD-001,7.0,SOUTH,367.2007202113501,2570.4050414794506,Office Supplies,281,50,Gamma Corp,4,0.47,0,A
ORD-01090,2026-02-06,PROD-023,4.0,SOUTH,432.2285428557992,1728.9141714231969,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01091,2026-06-09,PROD-023,2.0,SOUTH,144.29507877767358,288.59015755534716,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01092,2026-01-09,PROD-028,7.0,NORTH,405.4647428946845,2838.2532002627913,Home Appliances,39,23,Alpha Logistics,12,4.26,0,A
ORD-01093,2026-04-09,PROD-018,8.0,SOUTH,105.6678954486811,845.3431635894487,Apparel,25,54,Gamma Corp,12,7.64,1,A
ORD-01094,2026-05-27,PROD-007,2.0,NORTH,179.21755659999505,358.4351131999901,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01095,2026-02-17,PROD-029,5.0,NORTH,174.44912259222292,872.2456129611146,Apparel,210,15,Gamma Corp,8,0.94,0,A
ORD-01096,2026-05-11,PROD-008,1.0,WEST,489.4774795106789,489.4774795106789,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01097,2026-05-28,PROD-001,7.0,SOUTH,429.70323963648417,3007.922677455389,Office Supplies,281,50,Gamma Corp,4,0.47,0,A
ORD-01098,2026-06-01,PROD-025,8.0,SOUTH,353.57323217922726,2828.585857433818,Apparel,57,29,Gamma Corp,7,2.98,0,A
ORD-01099,2026-02-23,PROD-023,6.0,EAST,366.2578131915412,2197.546879149247,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01100,2026-04-30,PROD-003,5.0,EAST,285.4156692572598,1427.0783462862992,Electronics,26,18,Gamma Corp,6,7.77,0,A
ORD-01101,2026-06-10,PROD-024,6.0,WEST,474.0744268831744,2844.446561299046,Apparel,269,43,Gamma Corp,14,0.69,0,A
ORD-01102,2026-06-01,PROD-023,2.0,SOUTH,253.1667889123572,506.3335778247144,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01103,2026-04-26,PROD-027,1.0,NORTH,196.45367783624832,196.45367783624832,Home Appliances,268,79,Gamma Corp,13,0.69,0,A
ORD-01104,2026-03-16,PROD-029,7.0,NORTH,89.8873150964796,629.2112056753572,Apparel,210,15,Gamma Corp,8,0.94,0,A
ORD-01105,2026-04-23,PROD-008,7.0,NORTH,395.2407696079184,2766.685387255429,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01106,2026-06-13,PROD-022,2.0,NORTH,369.8775267170398,739.7550534340796,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01107,2026-06-15,PROD-025,2.0,NORTH,198.3339688768261,396.6679377536522,Apparel,57,29,Gamma Corp,7,2.98,0,A
ORD-01108,2026-04-14,PROD-015,1.0,EAST,22.344772840022387,22.344772840022387,Apparel,248,62,Alpha Logistics,8,0.69,0,A
ORD-01109,2026-03-25,PROD-005,8.0,SOUTH,421.1086905818253,3368.869524654602,Office Supplies,240,20,Gamma Corp,8,0.58,0,B
ORD-01110,2026-04-22,PROD-003,8.0,EAST,15.59481189249608,124.75849513996864,Electronics,26,18,Gamma Corp,6,7.77,0,A
ORD-01111,2026-04-09,PROD-019,1.0,NORTH,354.81289201823495,354.81289201823495,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01112,2026-06-02,PROD-001,8.0,WEST,485.425983765768,3883.407870126144,Office Supplies,281,50,Gamma Corp,4,0.47,0,A
ORD-01113,2026-04-03,PROD-028,9.0,NORTH,224.4540507926197,2020.0864571335774,Home Appliances,39,23,Alpha Logistics,12,4.26,0,A
ORD-01114,2026-05-26,PROD-015,4.0,NORTH,125.13696844801686,500.54787379206743,Apparel,248,62,Alpha Logistics,8,0.69,0,A
ORD-01115,2026-05-08,PROD-008,1.0,NORTH,355.38679492125704,355.38679492125704,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01116,2026-04-20,PROD-002,1.0,SOUTH,410.3927895876368,410.3927895876368,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01117,2026-03-23,PROD-003,3.0,NORTH,277.7508548781452,833.2525646344357,Electronics,26,18,Gamma Corp,6,7.77,0,A
ORD-01118,2026-02-23,PROD-024,5.0,SOUTH,483.8472848755116,2419.2364243775583,Apparel,269,43,Gamma Corp,14,0.69,0,A
ORD-01119,2026-06-12,PROD-014,5.0,NORTH,35.31767361240094,176.5883680620047,Office Supplies,59,28,Gamma Corp,6,2.44,0,C
ORD-01120,2026-06-18,PROD-024,9.0,SOUTH,257.3498431692188,2316.148588522969,Apparel,269,43,Gamma Corp,14,0.69,0,A
ORD-01121,2026-06-10,PROD-014,2.0,EAST,362.0424341880495,724.084868376099,Office Supplies,59,28,Gamma Corp,6,2.44,0,C
ORD-01122,2026-03-09,PROD-011,2.0,WEST,432.6938308630977,865.3876617261953,Office Supplies,194,58,Gamma Corp,8,0.71,0,A
ORD-01123,2026-02-02,PROD-016,6.0,WEST,97.83524983481712,587.0114990089028,Electronics,135,29,Beta Manufacturing,14,0.9,0,C
ORD-01124,2026-05-22,PROD-004,9.0,NORTH,402.0017060642039,3618.0153545778353,Office Supplies,257,16,Alpha Logistics,15,0.55,0,B
ORD-01125,2026-01-21,PROD-020,1.0,SOUTH,280.8264671020872,280.8264671020872,Office Supplies,278,38,Beta Manufacturing,14,0.53,0,A
ORD-01126,2026-02-17,PROD-005,9.0,NORTH,204.311304175082,1838.8017375757381,Office Supplies,240,20,Gamma Corp,8,0.58,0,B
ORD-01127,2026-05-28,PROD-022,9.0,NORTH,74.54036400375584,670.8632760338025,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01128,2026-05-08,PROD-021,9.0,NORTH,433.9949218653671,3905.9542967883035,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01129,2026-05-16,PROD-014,5.0,SOUTH,87.06387200806053,435.3193600403026,Office Supplies,59,28,Gamma Corp,6,2.44,0,C
ORD-01130,2026-05-15,PROD-023,9.0,SOUTH,161.79605101245863,1456.1644591121276,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01131,2026-05-25,PROD-016,4.0,EAST,152.12231066159407,608.4892426463763,Electronics,135,29,Beta Manufacturing,14,0.9,0,C
ORD-01132,2026-05-08,PROD-018,2.0,SOUTH,436.9928767535186,873.9857535070372,Apparel,25,54,Gamma Corp,12,7.64,1,A
ORD-01133,2026-02-02,PROD-007,6.0,SOUTH,339.62446716236,2037.7468029741601,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01134,2026-06-25,PROD-010,4.0,NORTH,400.3738846237724,1601.4955384950897,Home Appliances,275,32,Beta Manufacturing,14,0.59,0,A
ORD-01135,2026-04-25,PROD-007,6.0,NORTH,132.7292704083245,796.3756224499471,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01136,2026-04-29,PROD-001,3.0,NORTH,316.18830880742945,948.5649264222884,Office Supplies,281,50,Gamma Corp,4,0.47,0,A
ORD-01137,2026-01-22,PROD-023,6.0,NORTH,290.15553174043686,1740.9331904426213,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01138,2026-06-07,PROD-021,2.0,NORTH,418.0868846262528,836.1737692525056,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01139,2026-02-07,PROD-019,2.0,NORTH,239.38381526862509,478.76763053725017,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01140,2026-04-19,PROD-016,9.0,NORTH,15.956818023919537,143.61136221527582,Electronics,135,29,Beta Manufacturing,14,0.9,0,C
ORD-01141,2026-02-20,PROD-029,7.0,EAST,340.2697603388084,2381.888322371659,Apparel,210,15,Gamma Corp,8,0.94,0,A
ORD-01142,2026-01-08,PROD-019,3.0,EAST,35.39954156866722,106.19862470600165,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01143,2026-01-27,PROD-004,1.0,NORTH,243.48439073211628,243.48439073211628,Office Supplies,257,16,Alpha Logistics,15,0.55,0,B
ORD-01144,2026-01-27,PROD-029,8.0,NORTH,150.94003723140233,1207.5202978512186,Apparel,210,15,Gamma Corp,8,0.94,0,A
ORD-01145,2026-01-21,PROD-028,6.0,EAST,232.8059735340183,1396.8358412041098,Home Appliances,39,23,Alpha Logistics,12,4.26,0,A
ORD-01146,2026-01-30,PROD-018,7.0,SOUTH,182.94966669165476,1280.6476668415833,Apparel,25,54,Gamma Corp,12,7.64,1,A
ORD-01147,2026-04-07,PROD-002,9.0,EAST,314.43330003430896,2829.8997003087807,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01148,2026-01-28,PROD-001,5.0,EAST,173.6844831776969,868.4224158884845,Office Supplies,281,50,Gamma Corp,4,0.47,0,A
ORD-01149,2026-04-21,PROD-015,1.0,NORTH,369.0225347892374,369.0225347892374,Apparel,248,62,Alpha Logistics,8,0.69,0,A
ORD-01150,2026-03-02,PROD-005,7.0,SOUTH,208.2184189311961,1457.5289325183728,Office Supplies,240,20,Gamma Corp,8,0.58,0,B
ORD-01151,2026-02-17,PROD-020,5.0,NORTH,43.493068151879726,217.46534075939863,Office Supplies,278,38,Beta Manufacturing,14,0.53,0,A
ORD-01152,2026-05-27,PROD-011,3.0,NORTH,394.04232281721255,1182.1269684516376,Office Supplies,194,58,Gamma Corp,8,0.71,0,A
ORD-01153,2026-01-04,PROD-010,9.0,WEST,150.02157905042594,1350.1942114538335,Home Appliances,275,32,Beta Manufacturing,14,0.59,0,A
ORD-01154,2026-02-04,PROD-002,1.0,EAST,222.05577100363868,222.05577100363868,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01155,2026-02-18,PROD-003,1.0,WEST,345.86750277873176,345.86750277873176,Electronics,26,18,Gamma Corp,6,7.77,0,A
ORD-01156,2026-01-17,PROD-023,1.0,NORTH,172.90351700286888,172.90351700286888,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01157,2026-06-21,PROD-023,3.0,NORTH,37.72697151189065,113.18091453567196,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01158,2026-06-07,PROD-012,6.0,NORTH,193.22131303627867,1159.3278782176722,Office Supplies,179,48,Beta Manufacturing,18,1.24,0,A
ORD-01159,2026-02-15,PROD-020,3.0,WEST,472.7798055202087,1418.339416560626,Office Supplies,278,38,Beta Manufacturing,14,0.53,0,A
ORD-01160,2026-04-27,PROD-005,8.0,NORTH,324.4498546762935,2595.598837410348,Office Supplies,240,20,Gamma Corp,8,0.58,0,B
ORD-01161,2026-01-06,PROD-005,2.0,NORTH,339.0247828469314,678.0495656938627,Office Supplies,240,20,Gamma Corp,8,0.58,0,B
ORD-01162,2026-04-09,PROD-006,9.0,NORTH,319.81825528244354,2878.364297541992,Apparel,53,68,Gamma Corp,10,2.85,1,A
ORD-01163,2026-05-04,PROD-030,3.0,SOUTH,107.50614809012404,322.51844427037213,Apparel,85,22,Beta Manufacturing,2,1.85,0,A
ORD-01164,2026-02-06,PROD-009,5.0,WEST,214.9835934101173,1074.9179670505864,Office Supplies,192,77,Alpha Logistics,11,0.83,0,A
ORD-01165,2026-01-24,PROD-002,8.0,SOUTH,377.960501198026,3023.684009584208,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01166,2026-04-03,PROD-021,2.0,NORTH,270.2811258091439,540.5622516182877,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01167,2026-02-15,PROD-012,6.0,NORTH,146.147860283959,876.887161703754,Office Supplies,179,48,Beta Manufacturing,18,1.24,0,A
ORD-01168,2026-04-05,PROD-003,5.0,EAST,145.39636314826828,726.9818157413414,Electronics,26,18,Gamma Corp,6,7.77,0,A
ORD-01169,2026-04-09,PROD-020,9.0,SOUTH,221.68927452130796,1995.2034706917716,Office Supplies,278,38,Beta Manufacturing,14,0.53,0,A
ORD-01170,2026-04-26,PROD-026,5.0,SOUTH,490.3806830616707,2451.9034153083535,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01171,2026-06-09,PROD-022,2.0,NORTH,43.07624787507275,86.1524957501455,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01172,2026-06-10,PROD-012,5.0,NORTH,264.1634872464916,1320.817436232458,Office Supplies,179,48,Beta Manufacturing,18,1.24,0,A
ORD-01173,2026-03-08,PROD-024,4.0,WEST,97.88869418598313,391.5547767439325,Apparel,269,43,Gamma Corp,14,0.69,0,A
ORD-01174,2026-05-08,PROD-017,7.0,SOUTH,485.6315072507746,3399.420550755422,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01175,2026-01-18,PROD-010,6.0,SOUTH,65.51871731645745,393.1123038987447,Home Appliances,275,32,Beta Manufacturing,14,0.59,0,A
ORD-01176,2026-01-25,PROD-030,2.0,SOUTH,207.7644911571797,415.5289823143594,Apparel,85,22,Beta Manufacturing,2,1.85,0,A
ORD-01177,2026-02-23,PROD-024,5.0,WEST,371.56364256895705,1857.8182128447852,Apparel,269,43,Gamma Corp,14,0.69,0,A
ORD-01178,2026-02-27,PROD-027,5.0,SOUTH,355.2316697334482,1776.158348667241,Home Appliances,268,79,Gamma Corp,13,0.69,0,A
ORD-01179,2026-03-08,PROD-014,7.0,NORTH,217.1370320780268,1519.9592245461877,Office Supplies,59,28,Gamma Corp,6,2.44,0,C
ORD-01180,2026-04-14,PROD-023,5.0,WEST,179.79684229683193,898.9842114841597,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01181,2026-06-23,PROD-017,9.0,SOUTH,204.83006549090655,1843.4705894181589,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01182,2026-01-24,PROD-018,4.0,NORTH,139.49536894773323,557.9814757909329,Apparel,25,54,Gamma Corp,12,7.64,1,A
ORD-01183,2026-04-24,PROD-019,3.0,EAST,110.6131399663319,331.8394198989957,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01184,2026-02-01,PROD-017,4.0,WEST,246.6894518038561,986.7578072154244,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01185,2026-06-24,PROD-014,5.0,WEST,141.58154047312755,707.9077023656378,Office Supplies,59,28,Gamma Corp,6,2.44,0,C
ORD-01186,2026-03-27,PROD-009,6.0,NORTH,150.85621579965257,905.1372947979155,Office Supplies,192,77,Alpha Logistics,11,0.83,0,A
