Order_ID,Order_Date,Product_ID,Quantity_Sold,Store_Region,Unit_Price
ORD-01077,2026-06-08,PROD-001,2.0,WEST,381.9125884357462
ORD-01078,2026-02-11,PROD-008,8.0,South,60.23282239257248
ORD-01079,2026-04-09,PROD-029,2.0,WEST,261.78868746131616
ORD-01080,2026-01-07,PROD-023,9.0,North,259.3563722396174
ORD-01081,05/24/2026,PROD-007,2.0,East,
ORD-01082,2026-03-31,PROD-003,9.0,South,467.1331826591393
ORD-01083,2026-04-22,PROD-010,7.0,WEST,415.4780967378784
ORD-01084,2026-03-01,PROD-010,8.0,south,351.632597135722
ORD-01085,2026-04-23,PROD-019,2.0,south,360.0200515101488
ORD-01086,2026-01-02,PROD-014,7.0,East,236.24091046842835
ORD-01087,2026-05-09,PROD-002,6.0,NORTH,461.2873153373222
ORD-01088,2026-02-17,PROD-028,4.0,NORTH,350.35175935410984
ORD-01089,2026-05-20,PROD-001,7.0,South,367.2007202113501
ORD-01090,2026-02-06,PROD-023,4.0,South,432.22854285579916
ORD-01091,06/09/2026,PROD-023,2.0,South,144.29507877767358
ORD-01092,2026-01-09,PROD-028,7.0,NORTH,405.4647428946845
ORD-01093,2026-04-09,PROD-018,8.0,south,105.6678954486811
ORD-01094,2026-05-27,PROD-007,2.0,NORTH,179.21755659999505
ORD-01095,2026-02-17,PROD-029,5.0,North,174.44912259222292
ORD-01096,2026-05-11,PROD-008,1.0,WEST,489.47747951067885
ORD-01097,2026-05-28,PROD-001,7.0,South,429.70323963648417
ORD-01098,2026-06-01,PROD-025,8.0,south,353.57323217922726
ORD-01099,2026-02-23,PROD-023,6.0,East,366.2578131915412
ORD-01100,2026-04-30,PROD-003,5.0,East,285.4156692572598
ORD-01101,06/10/2026,PROD-024,6.0,WEST,474.07442688317434
ORD-01102,2026-06-01,PROD-023,2.0,south,253.16678891235716
ORD-01103,2026-04-26,PROD-027,1.0,NORTH,196.45367783624832
ORD-01104,2026-03-16,PROD-029,7.0,NORTH,89.8873150964796
ORD-01105,2026-04-23,PROD-008,7.0,North,395.2407696079184
ORD-01106,2026-06-13,PROD-022,2.0,North,369.8775267170398
ORD-01107,2026-06-15,PROD-025,2.0,NORTH,198.3339688768261
ORD-01108,2026-04-14,PROD-015,1.0,East,22.344772840022387
ORD-01109,2026-03-25,PROD-005,8.0,South,421.1086905818253
ORD-01110,2026-04-22,PROD-003,8.0,East,15.594811892496079
ORD-01111,04/09/2026,PROD-019,1.0,North,354.81289201823495
ORD-01112,2026-06-02,PROD-001,8.0,WEST,485.42598376576797
ORD-01113,2026-04-03,PROD-028,9.0,NORTH,224.4540507926197
ORD-01114,2026-05-26,PROD-015,4.0,North,125.13696844801686
ORD-01115,2026-05-08,PROD-008,1.0,North,355.38679492125704
ORD-01116,2026-04-20,PROD-002,1.0,South,410.39278958763674
ORD-01117,2026-03-23,PROD-003,3.0,NORTH,277.75085487814516
ORD-01118,2026-02-23,PROD-024,5.0,South,483.8472848755116
ORD-01119,2026-06-12,PROD-014,5.0,NORTH,35.31767361240094
ORD-01120,2026-06-18,PROD-024,9.0,South,257.3498431692188
ORD-01121,06/10/2026,PROD-014,2.0,East,362.0424341880495
ORD-01122,2026-03-09,PROD-011,2.0,WEST,432.6938308630977
ORD-01123,2026-02-02,PROD-016,6.0,WEST,97.83524983481712
ORD-01124,2026-05-22,PROD-004,9.0,NORTH,402.0017060642039
ORD-01125,2026-01-21,PROD-020,1.0,south,280.8264671020872
ORD-01126,2026-02-17,PROD-005,9.0,North,204.31130417508197
ORD-01127,2026-05-28,PROD-022,9.0,North,74.54036400375584
ORD-01128,2026-05-08,PROD-021,9.0,NORTH,433.9949218653671
ORD-01129,2026-05-16,PROD-014,5.0,South,87.06387200806053
ORD-01130,2026-05-15,PROD-023,9.0,south,161.79605101245863
ORD-01131,05/25/2026,PROD-016,4.0,East,152.12231066159407
ORD-01132,2026-05-08,PROD-018,2.0,South,436.9928767535186
ORD-01133,2026-02-02,PROD-007,6.0,South,339.62446716236
ORD-01134,2026-06-25,PROD-010,4.0,NORTH,400.3738846237724
ORD-01135,2026-04-25,PROD-007,6.0,NORTH,132.7292704083245
ORD-01136,2026-04-29,PROD-001,3.0,North,316.18830880742945
ORD-01137,2026-01-22,PROD-023,6.0,NORTH,290.15553174043686
ORD-01138,2026-06-07,PROD-021,2.0,NORTH,418.0868846262528
ORD-01139,2026-02-07,PROD-019,2.0,NORTH,
ORD-01140,2026-04-19,PROD-016,9.0,North,15.956818023919535
ORD-01141,02/20/2026,PROD-029,7.0,East,340.2697603388084
ORD-01142,2026-01-08,PROD-019,3.0,East,35.39954156866722
ORD-01143,2026-01-27,PROD-004,1.0,NORTH,
ORD-01144,2026-01-27,PROD-029,8.0,North,150.94003723140233
ORD-01145,2026-01-21,PROD-028,6.0,East,
ORD-01146,2026-01-30,PROD-018,7.0,South,182.94966669165473
ORD-01147,2026-04-07,PROD-002,9.0,East,314.43330003430896
ORD-01148,2026-01-28,PROD-001,5.0,East,173.6844831776969
ORD-01149,2026-04-21,PROD-015,1.0,North,369.0225347892374
ORD-01150,2026-03-02,PROD-005,7.0,South,208.21841893119614
ORD-01151,02/17/2026,PROD-020,5.0,North,43.493068151879726
ORD-01152,2026-05-27,PROD-011,3.0,NORTH,394.04232281721255
ORD-01153,2026-01-04,PROD-010,9.0,WEST,150.02157905042594
ORD-01154,2026-02-04,PROD-002,1.0,East,222.05577100363868
ORD-01155,2026-02-18,PROD-003,1.0,WEST,345.86750277873176
ORD-01156,2026-01-17,PROD-023,1.0,North,172.90351700286888
ORD-01157,2026-06-21,PROD-023,3.0,North,37.72697151189065
ORD-01158,2026-06-07,PROD-012,6.0,North,193.22131303627867
ORD-01159,2026-02-15,PROD-020,3.0,WEST,472.7798055202087
ORD-01160,2026-04-27,PROD-005,8.0,North,324.4498546762935
ORD-01161,01/06/2026,PROD-005,2.0,NORTH,339.0247828469314
ORD-01162,2026-04-09,PROD-006,9.0,North,319.81825528244354
ORD-01163,2026-05-04,PROD-030,3.0,south,107.50614809012403
ORD-01164,2026-02-06,PROD-009,5.0,WEST,214.98359341011727
ORD-01165,2026-01-24,PROD-002,8.0,south,377.96050119802595
ORD-01166,2026-04-03,PROD-021,2.0,North,
ORD-01167,2026-02-15,PROD-012,6.0,NORTH,146.147860283959
ORD-01168,2026-04-05,PROD-003,5.0,East,145.39636314826828
ORD-01169,2026-04-09,PROD-020,9.0,South,221.68927452130794
ORD-01170,2026-04-26,PROD-026,5.0,South,490.3806830616707
ORD-01171,06/09/2026,PROD-022,2.0,North,43.07624787507275
ORD-01172,2026-06-10,PROD-012,5.0,NORTH,264.16348724649157
ORD-01173,2026-03-08,PROD-024,4.0,WEST,97.88869418598313
ORD-01174,2026-05-08,PROD-017,7.0,south,485.63150725077463
ORD-01175,2026-01-18,PROD-010,6.0,south,65.51871731645745
ORD-01176,2026-01-25,PROD-030,2.0,south,207.76449115717972
ORD-01177,2026-02-23,PROD-024,5.0,WEST,371.56364256895705
ORD-01178,2026-02-27,PROD-027,,South,355.2316697334482
ORD-01179,2026-03-08,PROD-014,7.0,NORTH,217.1370320780268
ORD-01180,2026-04-14,PROD-023,5.0,WEST,179.79684229683193
ORD-01181,06/23/2026,PROD-017,9.0,south,204.83006549090658
ORD-01182,2026-01-24,PROD-018,4.0,North,139.49536894773325
ORD-01183,2026-04-24,PROD-019,3.0,East,110.6131399663319
ORD-01184,2026-02-01,PROD-017,4.0,WEST,246.6894518038561
ORD-01185,2026-06-24,PROD-014,5.0,WEST,141.58154047312757
ORD-01186,2026-03-27,PROD-009,6.0,NORTH,150.85621579965255
ORD-01187,2026-05-31,PROD-008,3.0,NORTH,331.810471102533
ORD-01188,2026-05-07,PROD-002,2.0,WEST,484.58329253294715
ORD-01189,2026-06-04,PROD-013,4.0,south,305.78222827409377
ORD-01190,2026-05-10,PROD-025,5.0,East,47.71993886183348
ORD-01191,01/17/2026,PROD-007,4.0,NORTH,47.03597078849282
ORD-01192,2026-04-14,PROD-009,3.0,south,476.19737821432733
ORD-01193,2026-06-10,PROD-022,8.0,North,155.6724872505935
ORD-01194,2026-05-17,PROD-022,4.0,NORTH,55.11282318041296
ORD-01195,2026-02-12,PROD-011,2.0,south,303.53184770368694
ORD-01196,2026-06-25,PROD-014,2.0,south,315.5879013622304
ORD-01197,2026-02-08,PROD-004,1.0,East,327.7673618581572
ORD-01198,2026-06-19,PROD-026,4.0,East,141.02699365019524
ORD-01199,2026-01-26,PROD-026,9.0,North,
ORD-01200,2026-04-09,PROD-029,7.0,south,482.8575310326912
ORD-01201,02/19/2026,PROD-013,7.0,South,132.9375923886402
ORD-01202,2026-06-02,PROD-002,7.0,south,341.2528811457483
ORD-01203,2026-06-01,PROD-023,8.0,East,356.2486362405677
ORD-01204,2026-01-13,PROD-005,1.0,South,308.90363436894796
ORD-01205,2026-03-01,PROD-011,8.0,NORTH,163.32462316468764
ORD-01206,2026-05-15,PROD-006,4.0,NORTH,142.83716434439222
ORD-01207,2026-02-26,PROD-018,4.0,WEST,302.8574585243245
ORD-01208,2026-02-05,PROD-021,4.0,East,434.38686046972884
ORD-01209,2026-06-22,PROD-010,6.0,WEST,473.8995271724638
ORD-01210,2026-01-20,PROD-004,7.0,South,61.89384415784124
ORD-01211,03/06/2026,PROD-009,6.0,East,85.86602017288273
ORD-01212,2026-01-08,PROD-006,1.0,North,472.92076680370906
ORD-01213,2026-05-24,PROD-002,8.0,south,370.90226188404836
ORD-01214,2026-05-22,PROD-017,7.0,North,442.66697416658883
ORD-01215,2026-04-25,PROD-005,6.0,South,109.28999072631815
ORD-01216,2026-05-23,PROD-025,6.0,East,297.91707684360694
ORD-01217,2026-04-02,PROD-006,5.0,South,353.55840126456206
ORD-01218,2026-04-08,PROD-026,6.0,south,343.2548238690166
ORD-01219,2026-03-07,PROD-012,9.0,NORTH,209.9943285246821
ORD-01220,2026-02-01,PROD-023,9.0,NORTH,17.543496928741153
ORD-01221,03/27/2026,PROD-021,8.0,South,295.6337678340889
ORD-01222,2026-02-20,PROD-010,9.0,WEST,134.0197541980083
ORD-01223,2026-06-02,PROD-022,8.0,East,230.62458061001627
ORD-01224,2026-03-04,PROD-021,8.0,East,479.2146973910705
ORD-01225,2026-05-05,PROD-027,1.0,NORTH,205.52730564479302
ORD-01226,2026-05-30,PROD-025,5.0,North,421.5027872655691
ORD-01227,2026-02-27,PROD-006,4.0,south,102.38489681713305
ORD-01228,2026-02-27,PROD-027,2.0,North,339.5056440322641
ORD-01229,2026-03-27,PROD-008,8.0,North,488.7334076750823
ORD-01230,2026-02-18,PROD-002,3.0,South,59.92761942773903
ORD-01231,06/29/2026,PROD-012,4.0,NORTH,14.076771691324087
ORD-01232,2026-06-19,PROD-013,7.0,NORTH,222.45556838998104
ORD-01233,2026-03-11,PROD-025,9.0,NORTH,55.38648669516993
ORD-01234,2026-01-15,PROD-021,2.0,South,376.70833134135336
ORD-01235,2026-02-23,PROD-007,3.0,WEST,458.1288452857939
ORD-01236,2026-04-11,PROD-010,4.0,North,222.67027662729183
ORD-01237,2026-01-08,PROD-013,1.0,South,136.76870465616605
ORD-01238,2026-02-22,PROD-017,7.0,East,222.8576263132388
ORD-01239,2026-03-01,PROD-026,2.0,south,364.4894307465005
ORD-01240,2026-04-18,PROD-021,5.0,WEST,14.43653917438178
ORD-01241,01/05/2026,PROD-028,1.0,East,298.8324548475016
ORD-01242,2026-04-13,PROD-030,3.0,North,310.5129255948157
ORD-01243,2026-01-06,PROD-026,2.0,NORTH,322.4672409790084
ORD-01244,2026-04-19,PROD-014,1.0,North,128.59081919062982
ORD-01245,2026-04-26,PROD-002,7.0,South,359.8858344552821
ORD-01246,2026-04-04,PROD-028,5.0,south,54.78182830257044
ORD-01247,2026-02-16,PROD-022,1.0,South,107.6424648687324
ORD-01248,2026-04-09,PROD-011,6.0,WEST,439.9603228606961
ORD-01249,2026-02-24,PROD-001,5.0,WEST,371.9743438560175
ORD-01250,2026-06-17,PROD-019,3.0,south,16.735321465559174
ORD-01251,02/21/2026,PROD-021,7.0,East,131.70436758120212
ORD-01252,2026-05-24,PROD-004,9.0,East,115.05917666665063
ORD-01253,2026-01-13,PROD-019,9.0,WEST,142.69510073811657
ORD-01254,2026-04-24,PROD-026,9.0,WEST,131.30428743714435
ORD-01255,2026-05-04,PROD-029,2.0,NORTH,40.63788491399441
ORD-01256,2026-04-16,PROD-021,3.0,East,234.88085313244196
ORD-01257,2026-06-07,PROD-011,7.0,south,369.0394026452209
ORD-01258,2026-05-27,PROD-008,5.0,East,307.29854511154383
ORD-01259,2026-05-25,PROD-011,2.0,NORTH,339.7071176130591
ORD-01260,2026-04-30,PROD-004,3.0,South,49.76309748275718
ORD-01261,03/04/2026,PROD-017,6.0,WEST,476.23044798662573
ORD-01262,2026-01-19,PROD-027,7.0,WEST,420.86099858308216
ORD-01263,2026-04-02,PROD-007,9.0,NORTH,404.49425606287474
ORD-01264,2026-02-27,PROD-008,1.0,south,413.26206447046604
ORD-01265,2026-03-31,PROD-003,7.0,WEST,467.02814898505306
ORD-01266,2026-04-27,PROD-022,8.0,North,276.68444339571187
ORD-01267,2026-03-03,PROD-002,3.0,WEST,108.13818875513668
ORD-01268,2026-01-23,PROD-023,4.0,North,312.22396784774514
ORD-01269,2026-05-07,PROD-015,6.0,NORTH,374.0119318972901
ORD-01270,2026-05-17,PROD-024,7.0,NORTH,371.57952274347247
ORD-01271,05/20/2026,PROD-022,4.0,WEST,265.5100218417713
ORD-01272,2026-05-09,PROD-022,8.0,East,43.54477247345325
ORD-01273,2026-02-27,PROD-005,5.0,North,191.84533983076264
ORD-01274,2026-05-02,PROD-024,1.0,south,461.1756381470451
ORD-01275,2026-01-01,PROD-001,4.0,WEST,296.37996578113876
ORD-01276,2026-02-03,PROD-026,3.0,south,273.7826521952996
ORD-01277,2026-04-06,PROD-004,9.0,WEST,141.73822204727483
ORD-01278,2026-05-06,PROD-015,8.0,East,190.53997075912366
ORD-01279,2026-04-28,PROD-020,1.0,East,448.71958368505295
ORD-01280,2026-02-17,PROD-019,6.0,East,336.5668932881495
ORD-01281,03/30/2026,PROD-003,9.0,South,395.8196431086431
ORD-01282,2026-04-27,PROD-020,7.0,East,232.629257303151
ORD-01283,2026-05-09,PROD-011,4.0,NORTH,318.8211375335174
ORD-01284,2026-01-16,PROD-017,1.0,NORTH,131.70796828417167
ORD-01285,2026-03-10,PROD-030,2.0,South,355.6758068389083
ORD-01286,2026-01-22,PROD-027,5.0,North,219.52465351463528
ORD-01287,2026-04-03,PROD-013,5.0,south,226.84730225922533
ORD-01288,2026-03-17,PROD-011,,WEST,328.167939042672
ORD-01289,2026-06-03,PROD-002,6.0,WEST,468.7775045197741
ORD-01290,2026-05-24,PROD-009,8.0,South,41.363109838224254
ORD-01291,06/28/2026,PROD-026,2.0,NORTH,414.1241863000337
ORD-01292,2026-03-27,PROD-002,3.0,WEST,153.26772410197464
ORD-01293,2026-01-29,PROD-021,6.0,NORTH,227.52053270812513
ORD-01294,2026-03-10,PROD-009,3.0,North,20.73753109975439
ORD-01295,2026-02-16,PROD-009,6.0,south,157.51257813881338
ORD-01296,2026-04-04,PROD-008,6.0,North,256.2893088887639
ORD-01297,2026-05-24,PROD-017,2.0,South,37.52627790024512
ORD-01298,2026-06-25,PROD-001,7.0,East,250.63690739775092
ORD-01299,2026-03-26,PROD-025,2.0,East,464.2842081406294
ORD-01300,2026-02-08,PROD-029,6.0,East,61.64267687282456
ORD-01301,04/10/2026,PROD-011,1.0,North,384.57595675699713
ORD-01302,2026-02-02,PROD-008,3.0,WEST,210.7388161542364
ORD-01303,2026-04-11,PROD-010,2.0,south,331.0351201169256
ORD-01304,2026-01-23,PROD-025,7.0,East,137.5159330127624
ORD-01305,2026-01-10,PROD-007,4.0,South,88.15120864526556
ORD-01306,2026-03-10,PROD-003,8.0,South,88.62668099290096
ORD-01307,2026-04-10,PROD-003,6.0,East,44.541053365140876
ORD-01308,2026-02-03,PROD-018,4.0,East,100.96688540160908
ORD-01309,2026-06-29,PROD-005,5.0,south,335.46749864459446
ORD-01310,2026-05-18,PROD-012,9.0,East,442.02839980331896
ORD-01311,05/27/2026,PROD-012,7.0,south,408.9215859396693
ORD-01312,2026-04-06,PROD-019,9.0,South,345.7158118384972
ORD-01313,2026-01-01,PROD-030,7.0,East,64.1116130714403
ORD-01314,2026-03-10,PROD-006,1.0,North,151.70184868501542
ORD-01315,2026-01-04,PROD-002,8.0,North,161.8053689080098
ORD-01316,2026-01-16,PROD-012,4.0,South,132.4789037348344
ORD-01317,2026-01-24,PROD-019,3.0,south,262.35277325776434
ORD-01318,2026-03-21,PROD-005,7.0,North,
ORD-01319,2026-01-02,PROD-012,3.0,south,184.874127833844
ORD-01320,2026-05-08,PROD-027,8.0,North,183.35668778085366
ORD-01321,06/09/2026,PROD-027,6.0,North,415.99224297397984
ORD-01322,2026-03-25,PROD-017,5.0,south,396.75349567664597
ORD-01323,2026-06-01,PROD-029,4.0,WEST,160.81995752356536
ORD-01324,2026-05-20,PROD-017,8.0,North,457.75633749789705
ORD-01325,2026-06-27,PROD-010,8.0,East,476.87935833122793
ORD-01326,2026-06-12,PROD-025,1.0,South,170.10384559472
ORD-01327,2026-05-04,PROD-023,9.0,WEST,183.66822490859687
ORD-01328,2026-02-02,PROD-017,5.0,south,257.7607351767598
ORD-01329,2026-06-10,PROD-015,,WEST,471.14919814150005
ORD-01330,2026-06-28,PROD-012,6.0,NORTH,439.39652223973263
ORD-01331,06/20/2026,PROD-030,6.0,NORTH,60.258301665959
ORD-01332,2026-04-11,PROD-016,2.0,North,202.43806420299396
ORD-01333,2026-01-12,PROD-024,8.0,North,281.1518829773882
ORD-01334,2026-03-08,PROD-019,7.0,East,256.5349115502546
ORD-01335,2026-03-06,PROD-008,1.0,South,104.9929032890774
ORD-01336,2026-06-10,PROD-021,5.0,WEST,430.8202178723958
ORD-01337,2026-06-17,PROD-017,6.0,NORTH,341.7009836684503
ORD-01338,2026-03-15,PROD-023,4.0,North,420.57510367738377
ORD-01339,2026-02-12,PROD-005,2.0,South,430.7944968812414
ORD-01340,2026-02-13,PROD-022,4.0,WEST,376.6943682962125
ORD-01341,01/29/2026,PROD-016,1.0,North,225.2131946123615
ORD-01342,2026-05-21,PROD-006,7.0,North,309.16790995755804
ORD-01343,2026-01-12,PROD-008,2.0,NORTH,88.57904899867414
ORD-01344,2026-04-05,PROD-025,2.0,NORTH,340.08625456270477
ORD-01345,2026-02-15,PROD-018,9.0,North,97.83409531224757
ORD-01346,2026-05-10,PROD-025,5.0,south,350.0352993499768
ORD-01347,2026-02-04,PROD-012,2.0,North,122.50309876944465
ORD-01348,2026-03-22,PROD-015,9.0,South,67.60013707360778
ORD-01349,2026-03-31,PROD-027,9.0,North,90.98940017004914
ORD-01350,2026-01-08,PROD-026,1.0,East,10.976146257344432
ORD-01351,04/03/2026,PROD-009,3.0,East,362.1824127482298
ORD-01352,2026-06-03,PROD-013,4.0,East,368.87651403860576
ORD-01353,2026-03-31,PROD-026,7.0,south,262.31734145749715
ORD-01354,2026-06-11,PROD-015,4.0,south,89.06777251713801
ORD-01355,2026-04-25,PROD-010,2.0,North,50.94162538023797
ORD-01356,2026-04-15,PROD-016,7.0,East,19.373193554270635
ORD-01357,2026-05-15,PROD-007,6.0,south,91.21660671295814
ORD-01358,2026-02-27,PROD-017,3.0,NORTH,446.5192121417419
ORD-01359,2026-04-24,PROD-023,6.0,North,128.35305243382408
ORD-01360,2026-03-16,PROD-026,6.0,South,183.59295033643568
ORD-01361,06/06/2026,PROD-021,5.0,WEST,61.61928739585326
ORD-01362,2026-04-30,PROD-022,4.0,North,118.95703932660344
ORD-01363,2026-06-13,PROD-026,1.0,WEST,264.4200396823005
ORD-01364,2026-01-21,PROD-007,6.0,East,307.79881471686974
ORD-01365,2026-06-13,PROD-014,2.0,WEST,
ORD-01366,2026-05-18,PROD-015,3.0,East,38.288758020307434
ORD-01367,2026-04-11,PROD-021,8.0,NORTH,201.60610587242533
ORD-01368,2026-06-01,PROD-007,6.0,WEST,124.75965175390373
ORD-01369,2026-06-26,PROD-009,3.0,North,117.58142238260295
ORD-01370,2026-04-09,PROD-019,7.0,East,480.33277332959307
ORD-01371,02/05/2026,PROD-016,4.0,North,311.9872381036048
ORD-01372,2026-04-06,PROD-008,9.0,south,282.87043715432696
ORD-01373,2026-06-01,PROD-018,5.0,East,213.72980072642775
ORD-01374,2026-05-31,PROD-027,3.0,WEST,220.18272338077068
ORD-01375,2026-02-06,PROD-023,2.0,East,275.0434518806596
ORD-01376,2026-01-12,PROD-029,2.0,North,351.2506054476925
ORD-01377,2026-04-23,PROD-018,3.0,NORTH,354.05158712909645
ORD-01378,2026-01-13,PROD-030,2.0,East,94.13001477567029
ORD-01379,2026-01-23,PROD-020,4.0,WEST,255.05524851754723
ORD-01380,2026-04-09,PROD-007,2.0,south,211.85946656670995
ORD-01381,04/15/2026,PROD-003,9.0,South,436.5582134719983
ORD-01382,2026-01-30,PROD-018,2.0,NORTH,319.3952713970044
ORD-01383,2026-01-17,PROD-027,9.0,south,270.9269925438311
ORD-01384,2026-04-23,PROD-010,6.0,East,66.54337466766951
ORD-01385,2026-03-03,PROD-007,1.0,North,306.76256576847163
ORD-01386,2026-03-25,PROD-017,4.0,North,67.42991378331438
ORD-01387,2026-04-22,PROD-014,1.0,WEST,175.2312220272185
ORD-01388,2026-03-27,PROD-024,6.0,North,79.99256275902262
ORD-01389,2026-05-21,PROD-003,4.0,NORTH,349.1160870419408
ORD-01390,2026-01-19,PROD-012,3.0,North,111.06353577971478
ORD-01391,06/26/2026,PROD-028,3.0,WEST,202.01109286213273
ORD-01392,2026-04-10,PROD-013,9.0,South,448.8806410332015
ORD-01393,2026-05-20,PROD-002,6.0,East,110.11502786549545
ORD-01394,2026-05-27,PROD-003,9.0,East,258.82448133980176
ORD-01395,2026-03-17,PROD-005,5.0,North,215.44311397135078
ORD-01396,2026-01-09,PROD-011,2.0,south,18.88078011240757
ORD-01397,2026-01-28,PROD-008,8.0,East,398.4514756506783
ORD-01398,2026-05-08,PROD-026,5.0,South,43.832494094153866
ORD-01399,2026-02-21,PROD-023,2.0,North,242.38496027870727
ORD-01400,2026-03-24,PROD-023,4.0,WEST,284.73236452008547
ORD-01401,04/21/2026,PROD-012,9.0,South,317.92896374114764
